Exited,Scaled Score,France ,Spain ,Male,Scaled Age,Scaled Tenure,Scaled Balance ,NumOfProducts,Balance to Salary Ratio,Product to tenure Ratio ,Age Tenure,Engagement Score,Scaled Salary,IsActiveMember,Female,Germany,Age,Tenure,HasCrCard,Balance,EstimatedSalary,Year,CreditScore
1,(0.17),1,0,0,0.58 ,(1.04),(1.23),4,0%,2.00,0.04,0%,0.02 ,0,1,0,45,2,1,£0.00,"£101,039.53",2025,634
1,1.98 ,1,0,0,(0.18),(0.35),0.90 ,2,152%,0.50,0.11,0%,(0.23),0,1,0,37,4,1,"£132,446.08","£87,071.18",2025,842
1,0.43 ,0,0,1,0.58 ,0.34 ,1.05 ,4,75%,0.67,0.13,0%,1.53 ,0,0,1,45,6,1,"£142,084.04","£188,305.85",2025,692
1,(1.91),1,0,1,0.10 ,(0.35),0.24 ,1,65%,0.25,0.10,0%,0.72 ,0,0,0,40,4,1,"£91,592.06","£141,210.18",2025,466
1,0.10 ,0,0,1,0.20 ,(1.39),0.86 ,1,499%,1.00,0.02,0%,(1.29),0,0,1,41,1,1,"£129,901.21","£26,025.60",2025,660
1,0.66 ,0,0,0,0.96 ,(0.35),0.27 ,1,1229%,0.25,0.08,0%,(1.61),0,1,1,49,4,1,"£93,059.34","£7,571.51",2025,714
1,1.46 ,0,1,1,0.77 ,(1.73),(1.23),1,0%,1.00,0.00,100%,(1.64),1,0,0,47,0,1,£0.00,"£5,557.88",2025,792
1,0.71 ,0,0,0,0.29 ,(0.00),0.97 ,3,92%,0.60,0.12,0%,0.85 ,0,1,1,42,5,1,"£137,227.04","£149,097.38",2025,719
1,1.03 ,1,0,0,0.77 ,0.69 ,0.72 ,2,223%,0.29,0.15,0%,(0.79),0,1,0,47,7,1,"£121,376.15","£54,473.60",2025,750
1,1.02 ,0,0,1,0.77 ,1.38 ,0.54 ,1,81%,0.11,0.19,11%,0.62 ,1,0,1,47,9,0,"£110,022.74","£135,655.29",2025,749
1,0.64 ,1,0,1,(0.28),(1.04),0.39 ,3,142%,1.50,0.06,0%,(0.51),0,0,0,36,2,0,"£100,749.50","£70,758.37",2025,712
1,0.65 ,0,1,0,0.77 ,(1.39),(1.23),1,0%,1.00,0.02,0%,0.13 ,0,1,0,47,1,1,£0.00,"£107,825.08",2025,713
1,0.55 ,1,0,1,(0.76),(0.00),0.89 ,3,242%,0.60,0.16,60%,(0.79),1,0,0,31,5,1,"£132,084.66","£54,474.48",2025,704
1,0.00 ,0,0,1,(0.37),1.03 ,0.54 ,1,86%,0.13,0.23,0%,0.48 ,0,0,1,35,8,1,"£110,067.71","£127,678.95",2025,651
1,(0.98),0,1,1,0.67 ,(0.70),0.89 ,1,121%,0.33,0.07,33%,0.15 ,1,0,0,46,3,1,"£131,764.96","£108,500.66",2025,556
1,0.20 ,0,1,0,2.49 ,(1.39),(1.23),1,0%,1.00,0.02,100%,1.35 ,1,1,0,65,1,1,£0.00,"£177,655.68",2025,670
1,0.55 ,0,0,0,0.01 ,1.72 ,0.42 ,2,60%,0.20,0.26,0%,1.25 ,0,1,1,39,10,1,"£102,556.18","£171,971.25",2025,704
1,1.18 ,0,0,1,0.39 ,(0.35),1.16 ,1,86%,0.25,0.09,25%,1.28 ,1,0,1,43,4,0,"£148,962.76","£173,878.87",2025,765
1,(0.46),1,0,1,0.77 ,(0.70),0.27 ,2,68%,0.67,0.06,67%,0.65 ,1,0,0,47,3,0,"£93,578.68","£137,720.56",2025,606
1,2.06 ,1,0,1,(0.76),0.34 ,(0.14),2,136%,0.33,0.19,0%,(0.87),0,0,0,31,6,0,"£67,996.23","£50,129.87",2025,850
1,1.54 ,0,0,1,(0.76),1.38 ,1.25 ,1,174%,0.11,0.29,11%,(0.20),1,0,1,31,9,0,"£154,586.92","£88,604.89",2025,799
1,(0.57),0,0,0,0.48 ,(0.35),0.32 ,2,67%,0.50,0.09,0%,0.76 ,0,1,1,44,4,1,"£96,553.52","£143,952.24",2025,595
1,1.75 ,1,0,0,0.01 ,(1.39),0.45 ,1,170%,1.00,0.03,0%,(0.67),0,1,0,39,1,1,"£104,614.29","£61,538.43",2025,820
1,0.16 ,0,1,0,0.77 ,(0.00),(1.23),1,0%,0.20,0.11,0%,1.16 ,0,1,0,47,5,0,£0.00,"£166,650.90",2025,666
1,0.74 ,1,0,1,0.67 ,0.34 ,(1.23),1,0%,0.17,0.13,17%,(0.11),1,0,0,46,6,1,£0.00,"£93,917.68",2025,722
1,(1.09),0,0,1,1.34 ,(0.00),0.61 ,1,63%,0.20,0.09,0%,1.40 ,0,0,1,53,5,1,"£114,421.55","£180,598.28",2025,545
1,(0.30),0,0,1,0.29 ,1.38 ,0.63 ,1,160%,0.11,0.21,0%,(0.49),0,0,1,42,9,0,"£115,766.26","£72,155.85",2025,622
1,(1.26),1,0,0,(0.09),(1.04),(1.23),1,0%,0.50,0.05,0%,0.81 ,0,1,0,38,2,1,£0.00,"£146,388.85",2025,529
1,0.29 ,1,0,0,0.01 ,(0.35),(1.23),1,0%,0.25,0.10,0%,1.27 ,0,1,0,39,4,0,£0.00,"£172,939.30",2025,679
1,(1.88),0,0,0,1.25 ,1.03 ,1.01 ,3,93%,0.38,0.15,0%,0.87 ,0,1,1,52,8,0,"£139,493.25","£150,093.32",2025,469
1,(1.25),1,0,1,1.25 ,(1.39),0.48 ,1,97%,1.00,0.02,0%,0.17 ,0,0,0,52,1,0,"£106,723.28","£109,960.40",2025,530
1,0.60 ,1,0,0,(0.28),0.69 ,(1.23),1,0%,0.14,0.19,14%,(1.01),1,1,0,36,7,0,£0.00,"£42,085.58",2025,709
1,(0.06),0,0,1,0.77 ,1.38 ,1.21 ,1,125%,0.11,0.19,0%,0.38 ,0,0,1,47,9,1,"£152,076.93","£121,840.20",2025,645
1,0.15 ,0,0,0,0.58 ,(0.00),1.27 ,2,300%,0.40,0.11,0%,(0.84),0,1,1,45,5,1,"£155,447.65","£51,871.95",2025,665
1,1.11 ,1,0,0,1.25 ,0.69 ,0.78 ,1,73%,0.14,0.13,0%,1.24 ,0,1,0,52,7,1,"£125,095.94","£171,189.83",2025,758
1,(0.50),1,0,1,(0.56),(0.00),1.41 ,1,91%,0.20,0.15,20%,1.40 ,1,0,0,33,5,0,"£164,704.38","£180,716.10",2025,602
1,1.62 ,0,1,0,0.29 ,(1.39),(1.23),1,0%,1.00,0.02,0%,(1.45),0,1,0,42,1,1,£0.00,"£16,500.66",2025,807
1,1.34 ,0,0,1,1.15 ,(0.35),0.81 ,1,65%,0.25,0.08,0%,1.65 ,0,0,1,51,4,1,"£126,725.25","£195,259.31",2025,780
1,(2.15),0,0,1,1.91 ,(0.35),0.55 ,1,152%,0.25,0.07,0%,(0.47),0,0,1,59,4,1,"£110,939.30","£72,846.58",2025,443
1,(0.80),0,1,1,1.06 ,(1.73),1.33 ,1,102%,1.00,0.00,100%,0.97 ,1,0,0,50,0,0,"£159,304.07","£155,915.24",2025,573
1,(0.21),0,1,1,0.01 ,1.72 ,0.46 ,1,179%,0.10,0.26,0%,(0.72),0,0,0,39,10,0,"£105,473.74","£58,854.88",2025,630
1,0.18 ,1,0,0,0.67 ,(1.04),(1.23),3,0%,1.50,0.04,0%,(0.19),0,1,0,46,2,1,£0.00,"£89,048.46",2025,668
1,(0.74),0,1,0,(0.37),(1.39),0.85 ,2,1507%,2.00,0.03,200%,(1.59),1,1,0,35,1,0,"£129,490.36","£8,590.83",2025,579
1,(1.79),1,0,0,(0.09),(0.35),1.53 ,1,332%,0.25,0.11,0%,(0.84),0,1,0,38,4,1,"£171,913.87","£51,820.87",2025,478
1,0.05 ,0,0,0,0.10 ,(1.73),0.09 ,1,41%,1.00,0.00,100%,1.72 ,1,1,1,40,0,1,"£81,954.60","£198,798.44",2025,655
1,0.52 ,0,0,1,2.30 ,(0.70),0.71 ,3,84%,1.00,0.05,0%,0.78 ,0,0,1,63,3,0,"£120,916.52","£144,727.45",2025,701
1,1.51 ,0,1,1,1.63 ,0.34 ,0.28 ,1,78%,0.17,0.11,0%,0.37 ,0,0,0,56,6,0,"£94,231.13","£121,164.60",2025,796
1,1.60 ,0,0,1,1.63 ,0.34 ,1.21 ,1,324%,0.17,0.11,0%,(0.93),0,0,1,56,6,1,"£151,802.29","£46,791.09",2025,805
1,0.83 ,0,0,1,(0.18),(0.70),0.65 ,1,68%,0.33,0.08,0%,1.26 ,0,0,1,37,3,0,"£116,880.53","£172,718.35",2025,731
1,0.15 ,0,1,0,0.29 ,(1.04),1.28 ,2,100%,1.00,0.05,100%,0.99 ,1,1,0,42,2,0,"£156,371.61","£156,774.94",2025,665
1,(0.49),1,0,0,0.87 ,(0.00),(1.23),1,0%,0.20,0.10,0%,0.01 ,0,1,0,48,5,1,£0.00,"£100,478.60",2025,603
1,(2.39),0,1,0,1.53 ,(0.35),0.25 ,1,63%,0.25,0.07,0%,0.78 ,0,1,0,55,4,1,"£91,893.32","£144,870.28",2025,420
1,(0.54),0,0,1,0.20 ,(0.70),0.24 ,1,48%,0.33,0.07,0%,1.59 ,0,0,1,41,3,1,"£91,536.93","£191,468.78",2025,598
1,0.02 ,0,0,0,0.77 ,(1.73),0.80 ,2,326%,2.00,0.00,200%,(1.07),1,1,1,47,0,1,"£126,597.89","£38,798.79",2025,652
1,(0.45),0,1,0,2.20 ,1.03 ,0.51 ,1,462%,0.13,0.13,13%,(1.33),1,1,0,62,8,1,"£108,004.64","£23,386.77",2025,607
1,(0.24),0,0,0,(0.37),(1.04),0.98 ,1,80%,0.50,0.06,50%,1.26 ,1,1,1,35,2,1,"£137,852.96","£172,269.21",2025,627
1,(1.30),0,0,0,0.77 ,(1.39),0.67 ,1,134%,1.00,0.02,0%,(0.21),0,1,1,47,1,1,"£118,087.68","£88,120.78",2025,525
1,(0.43),0,1,1,2.11 ,(1.39),(1.23),1,0%,1.00,0.02,0%,(1.35),0,0,0,61,1,1,£0.00,"£22,447.85",2025,609
1,(0.10),1,0,1,(0.56),(1.04),1.12 ,2,262%,1.00,0.06,100%,(0.77),1,0,0,33,2,1,"£146,193.60","£55,796.83",2025,641
1,(0.98),0,0,1,(0.18),1.38 ,1.10 ,2,159%,0.22,0.24,0%,(0.16),0,0,1,37,9,1,"£145,018.64","£90,928.02",2025,556
1,(1.16),0,1,0,0.96 ,1.38 ,1.04 ,1,81%,0.11,0.18,0%,1.28 ,0,1,0,49,9,0,"£141,434.04","£173,779.25",2025,538
1,1.96 ,0,0,0,1.15 ,(1.39),0.18 ,1,239%,1.00,0.02,100%,(1.10),1,1,1,51,1,0,"£87,779.83","£36,687.11",2025,840
1,(1.10),0,1,0,1.34 ,1.38 ,(1.23),1,0%,0.11,0.17,0%,0.45 ,0,1,0,53,9,1,£0.00,"£125,692.07",2025,544
1,0.93 ,1,0,1,0.48 ,1.38 ,(1.23),1,0%,0.11,0.20,11%,(0.06),1,0,0,44,9,0,£0.00,"£96,528.00",2025,740
1,(0.34),1,0,0,0.67 ,0.34 ,1.18 ,1,124%,0.17,0.13,0%,0.36 ,0,1,0,46,6,1,"£150,213.71","£120,668.46",2025,618
1,(0.50),1,0,0,0.01 ,0.34 ,1.24 ,2,87%,0.33,0.15,0%,1.33 ,0,1,0,39,6,1,"£154,121.32","£176,614.86",2025,602
1,(0.84),1,0,1,2.58 ,(1.04),(1.23),1,0%,0.50,0.03,0%,0.53 ,0,0,0,66,2,1,£0.00,"£130,784.20",2025,569
1,0.20 ,0,0,1,0.10 ,(1.04),1.42 ,3,93%,1.50,0.05,0%,1.34 ,0,0,1,40,2,0,"£164,948.98","£177,028.00",2025,670
1,0.39 ,0,1,1,(0.28),(1.73),0.21 ,1,51%,1.00,0.00,0%,1.34 ,0,0,0,36,0,1,"£89,772.30","£177,383.68",2025,688
1,0.80 ,0,0,1,0.58 ,(0.70),0.52 ,2,129%,0.67,0.07,0%,(0.27),0,0,1,45,3,1,"£108,924.33","£84,300.40",2025,728
1,1.19 ,0,0,1,0.77 ,1.38 ,0.85 ,1,76%,0.11,0.19,0%,1.21 ,0,0,1,47,9,1,"£129,289.98","£169,935.46",2025,766
1,(0.24),1,0,0,1.53 ,(1.04),1.33 ,1,158%,0.50,0.04,0%,0.01 ,0,1,0,55,2,1,"£159,441.27","£100,686.11",2025,627
1,(0.01),0,1,0,(0.85),0.34 ,(1.23),1,0%,0.17,0.20,0%,(0.56),0,1,0,30,6,0,£0.00,"£67,997.13",2025,650
1,1.22 ,1,0,0,(1.23),(0.00),(0.41),1,73%,0.20,0.19,20%,(0.52),1,1,0,26,5,1,"£51,116.26","£70,454.79",2025,768
1,(0.94),0,1,0,0.39 ,(0.35),0.30 ,2,77%,0.50,0.09,0%,0.40 ,0,1,0,43,4,1,"£95,140.44","£123,181.44",2025,560
1,(0.25),1,0,1,0.39 ,(0.35),0.98 ,1,106%,0.25,0.09,0%,0.53 ,0,0,0,43,4,1,"£137,638.69","£130,442.08",2025,626
1,0.84 ,0,0,0,0.58 ,0.34 ,0.36 ,1,121%,0.17,0.13,0%,(0.32),0,1,1,45,6,1,"£98,792.40","£81,491.70",2025,732
1,(0.02),1,0,0,0.58 ,(0.00),0.26 ,1,54%,0.20,0.11,0%,1.27 ,0,1,0,45,5,1,"£92,786.66","£173,365.90",2025,649
1,1.33 ,1,0,0,0.87 ,(1.04),0.62 ,1,117%,0.50,0.04,0%,(0.02),0,1,0,48,2,0,"£115,290.27","£98,912.69",2025,779
1,(0.93),1,0,1,0.39 ,(0.35),(1.23),4,0%,1.00,0.09,0%,(1.42),0,0,0,43,4,0,£0.00,"£18,522.91",2025,561
1,0.42 ,1,0,0,2.01 ,0.34 ,0.39 ,1,57%,0.17,0.10,0%,1.34 ,0,1,0,60,6,1,"£101,070.69","£177,355.80",2025,691
1,0.37 ,0,0,0,0.77 ,(0.00),1.51 ,1,99%,0.20,0.11,0%,1.27 ,0,1,1,47,5,1,"£170,935.94","£173,179.79",2025,686
1,0.94 ,0,1,1,0.39 ,(1.73),(1.23),2,0%,2.00,0.00,200%,(1.69),1,0,0,43,0,1,£0.00,"£2,920.63",2025,741
1,(1.39),0,1,1,1.06 ,(0.00),(1.23),1,0%,0.20,0.10,20%,0.80 ,1,0,0,50,5,0,£0.00,"£146,145.93",2025,516
1,0.99 ,1,0,1,0.87 ,(0.00),1.42 ,1,107%,0.20,0.10,0%,0.93 ,0,0,0,48,5,1,"£165,282.42","£153,786.46",2025,746
1,1.79 ,1,0,1,(1.23),0.69 ,1.12 ,1,668%,0.14,0.27,0%,(1.36),0,0,0,26,7,1,"£146,266.00","£21,903.62",2025,824
1,(0.65),1,0,1,0.48 ,1.03 ,1.25 ,1,313%,0.13,0.18,0%,(0.88),0,0,0,44,8,1,"£154,409.74","£49,324.03",2025,588
1,0.75 ,0,0,0,0.77 ,1.72 ,0.22 ,2,87%,0.20,0.21,0%,0.06 ,0,1,1,47,10,0,"£90,450.00","£103,379.31",2025,723
1,(0.60),0,0,0,(0.66),1.38 ,0.92 ,2,249%,0.22,0.28,0%,(0.80),0,1,1,32,9,1,"£134,096.53","£53,931.05",2025,593
1,(1.00),1,0,0,0.39 ,1.72 ,(1.23),2,0%,0.20,0.23,0%,0.86 ,0,1,0,43,10,1,£0.00,"£149,629.13",2025,554
1,(0.36),1,0,1,(0.18),(0.00),1.09 ,2,93%,0.40,0.14,0%,0.95 ,0,0,0,37,5,0,"£144,235.73","£154,957.66",2025,616
1,(0.27),0,0,0,1.25 ,(1.73),0.92 ,1,2752%,1.00,0.00,0%,(1.66),0,1,1,52,0,0,"£133,723.43","£4,859.59",2025,624
1,(0.19),0,1,1,(0.76),(0.70),0.96 ,1,166%,0.33,0.10,0%,(0.31),0,0,0,31,3,1,"£136,556.44","£82,152.83",2025,632
1,0.93 ,0,0,1,0.10 ,(0.35),0.61 ,2,88%,0.50,0.10,0%,0.51 ,0,0,1,40,4,1,"£114,318.78","£129,333.69",2025,740
1,0.46 ,0,1,1,2.30 ,(1.39),1.12 ,1,115%,1.00,0.02,100%,0.46 ,1,0,0,63,1,1,"£146,202.93","£126,688.83",2025,695
1,0.67 ,0,0,0,(0.47),1.38 ,0.41 ,1,58%,0.11,0.26,0%,1.35 ,0,1,1,34,9,0,"£102,277.52","£177,852.57",2025,715
1,0.77 ,0,1,0,(0.28),(0.35),0.67 ,1,90%,0.25,0.11,0%,0.54 ,0,1,0,36,4,0,"£118,520.26","£131,173.90",2025,725
1,(0.64),0,0,0,(1.90),1.38 ,0.11 ,1,58%,0.11,0.47,11%,0.75 ,1,1,1,19,9,1,"£83,495.11","£143,022.31",2025,589
1,(0.65),0,0,0,(0.37),(1.39),0.43 ,1,57%,1.00,0.03,0%,1.39 ,0,1,1,35,1,1,"£103,060.63","£179,866.01",2025,588
1,(1.19),0,1,1,1.34 ,(1.04),1.08 ,1,7126%,0.50,0.04,0%,(1.71),0,0,0,53,2,1,"£143,923.96","£2,019.78",2025,536
1,(0.44),0,0,1,0.48 ,0.69 ,0.60 ,1,147%,0.14,0.16,14%,(0.39),1,0,1,44,7,1,"£114,203.47","£77,830.36",2025,608
1,(1.65),0,0,0,2.77 ,(1.39),0.30 ,1,82%,1.00,0.01,100%,0.28 ,1,1,1,68,1,0,"£95,039.12","£116,471.14",2025,491
1,1.18 ,1,0,0,1.06 ,1.38 ,0.80 ,1,159%,0.11,0.18,11%,(0.36),1,1,0,50,9,1,"£126,547.80","£79,579.94",2025,765
1,0.20 ,0,1,0,1.72 ,(0.70),1.59 ,2,177%,0.67,0.05,0%,(0.02),0,1,0,57,3,1,"£175,575.95","£99,061.75",2025,670
1,(0.49),0,0,1,0.48 ,0.34 ,0.51 ,2,100%,0.33,0.14,0%,0.15 ,0,0,1,44,6,1,"£108,122.39","£108,488.33",2025,603
1,(1.04),1,0,1,(0.09),1.38 ,1.02 ,3,82%,0.33,0.24,33%,1.24 ,1,0,0,38,9,1,"£140,278.99","£171,457.06",2025,550
1,1.87 ,0,0,1,0.48 ,(0.70),0.55 ,1,395%,0.33,0.07,33%,(1.25),1,0,1,44,3,1,"£111,100.98","£28,144.07",2025,831
1,0.72 ,0,1,0,1.91 ,0.34 ,(1.23),2,0%,0.33,0.10,33%,1.06 ,1,1,0,59,6,1,£0.00,"£160,849.43",2025,720
1,1.32 ,0,0,0,(0.95),0.34 ,1.18 ,1,241%,0.17,0.21,0%,(0.65),0,1,1,29,6,1,"£150,358.97","£62,454.01",2025,778
1,0.25 ,1,0,0,0.96 ,(1.73),(1.23),1,0%,1.00,0.00,100%,(0.34),1,1,0,49,0,1,£0.00,"£80,496.71",2025,675
1,(0.54),1,0,1,2.01 ,(0.35),(1.23),1,0%,0.25,0.07,0%,1.70 ,0,0,0,60,4,1,£0.00,"£197,727.14",2025,598
1,(1.26),0,0,1,(0.95),(0.35),0.95 ,1,120%,0.25,0.14,0%,0.22 ,0,0,1,29,4,0,"£135,759.40","£112,813.79",2025,529
1,0.25 ,1,0,0,2.11 ,(0.00),(0.23),3,37%,0.60,0.08,0%,1.15 ,0,1,0,61,5,1,"£62,055.17","£166,305.16",2025,675
1,(0.45),1,0,0,0.01 ,1.72 ,(1.23),3,0%,0.30,0.26,0%,0.57 ,0,1,0,39,10,1,£0.00,"£132,741.13",2025,607
1,(1.40),0,0,1,0.58 ,0.69 ,0.71 ,3,308%,0.43,0.16,43%,(1.06),1,0,1,45,7,1,"£120,961.50","£39,288.11",2025,515
1,0.43 ,1,0,0,(0.28),(0.35),(1.23),1,0%,0.25,0.11,0%,1.49 ,0,1,0,36,4,1,£0.00,"£185,580.89",2025,692
1,0.56 ,0,1,1,0.48 ,(1.73),1.73 ,1,268%,1.00,0.00,0%,(0.54),0,0,0,44,0,1,"£184,552.12","£68,860.30",2025,705
1,1.00 ,1,0,1,0.39 ,(1.39),0.87 ,1,129%,1.00,0.02,100%,0.02 ,1,0,0,43,1,0,"£130,788.71","£101,495.00",2025,747
1,(0.75),1,0,1,0.58 ,(1.39),1.16 ,1,104%,1.00,0.02,0%,0.75 ,0,0,0,45,1,1,"£148,600.91","£143,397.14",2025,578
1,(1.02),0,0,1,(0.56),(0.70),1.10 ,1,246%,0.33,0.09,0%,(0.72),0,0,1,33,3,1,"£144,962.74","£58,844.84",2025,552
1,(1.21),1,0,0,1.53 ,1.03 ,0.65 ,3,96%,0.38,0.15,0%,0.38 ,0,1,0,55,8,1,"£116,973.26","£122,066.50",2025,534
1,0.28 ,1,0,1,(1.23),(0.00),0.56 ,1,182%,0.20,0.19,0%,(0.68),0,0,0,26,5,1,"£111,128.04","£60,941.27",2025,678
1,(0.17),0,1,1,2.30 ,1.72 ,(1.23),2,0%,0.20,0.16,0%,(1.21),0,0,0,63,10,1,£0.00,"£30,772.86",2025,634
1,(2.30),0,0,0,0.10 ,(0.70),0.85 ,2,177%,0.67,0.08,0%,(0.47),0,1,1,40,3,1,"£129,248.11","£72,876.43",2025,428
1,(0.04),0,0,0,1.15 ,(1.39),0.69 ,2,218%,2.00,0.02,0%,(0.78),0,1,1,51,1,0,"£119,741.77","£54,954.51",2025,647
1,0.24 ,0,0,1,0.77 ,0.34 ,0.49 ,1,5141%,0.17,0.13,17%,(1.70),1,0,1,47,6,1,"£106,901.94","£2,079.20",2025,674
1,(0.88),0,0,1,1.25 ,(0.00),0.34 ,2,56%,0.40,0.10,0%,1.30 ,0,0,1,52,5,1,"£97,720.35","£175,070.94",2025,565
1,1.26 ,0,0,1,0.29 ,(0.70),(0.02),2,81%,0.67,0.07,0%,(0.13),0,0,1,42,3,1,"£75,075.31","£92,888.52",2025,772
1,1.68 ,0,0,1,1.91 ,(1.04),0.94 ,1,72%,0.50,0.03,0%,1.52 ,0,0,1,59,2,1,"£135,078.41","£187,636.06",2025,813
1,(0.51),0,0,1,0.87 ,1.38 ,1.40 ,1,391%,0.11,0.19,11%,(1.01),1,0,1,48,9,0,"£163,630.76","£41,816.49",2025,601
1,(0.73),0,0,0,(0.28),0.34 ,1.10 ,2,86%,0.33,0.17,33%,1.22 ,1,1,1,36,6,1,"£145,387.32","£169,963.20",2025,580
1,0.28 ,0,0,1,1.53 ,(0.35),0.85 ,1,70%,0.25,0.07,25%,1.46 ,1,0,1,55,4,1,"£129,646.91","£184,125.10",2025,678
1,(0.23),0,0,1,(0.09),1.72 ,0.59 ,1,247%,0.10,0.26,0%,(0.94),0,0,1,38,10,1,"£113,525.84","£46,044.48",2025,628
1,(0.02),1,0,0,1.63 ,1.03 ,1.29 ,1,176%,0.13,0.14,0%,(0.19),0,1,0,56,8,1,"£156,974.26","£89,405.26",2025,649
1,0.03 ,1,0,1,1.15 ,(0.70),(1.23),1,0%,0.33,0.06,0%,1.22 ,0,0,0,51,3,1,£0.00,"£170,426.65",2025,653
1,(0.07),1,0,1,0.48 ,(0.00),(0.05),1,47%,0.20,0.11,0%,0.99 ,0,0,0,44,5,1,"£73,348.56","£157,166.79",2025,644
1,1.22 ,0,0,1,0.96 ,(1.39),0.91 ,1,130%,1.00,0.02,0%,0.04 ,0,0,1,49,1,1,"£133,384.66","£102,397.22",2025,768
1,(0.24),1,0,0,0.48 ,(0.00),(1.23),2,0%,0.40,0.11,0%,(0.30),0,1,0,44,5,1,£0.00,"£82,969.61",2025,627
1,(0.71),0,0,0,0.10 ,(0.70),0.54 ,1,57%,0.33,0.08,33%,1.59 ,1,1,1,40,3,1,"£110,150.43","£191,757.65",2025,582
1,0.75 ,0,0,0,2.77 ,(0.70),0.54 ,1,78%,0.33,0.04,0%,0.73 ,0,1,1,68,3,0,"£110,357.00","£141,977.54",2025,723
1,(0.48),0,0,0,0.77 ,(0.35),0.68 ,1,249%,0.25,0.09,25%,(0.91),1,1,1,47,4,0,"£118,907.60","£47,777.15",2025,604
1,0.32 ,0,0,1,0.96 ,1.03 ,1.07 ,1,76%,0.13,0.16,0%,1.52 ,0,0,1,49,8,0,"£142,946.18","£187,280.51",2025,681
1,(1.39),0,0,0,1.34 ,(1.39),1.29 ,1,132%,1.00,0.02,0%,0.32 ,0,1,1,53,1,1,"£156,674.20","£118,502.34",2025,516
1,(0.61),0,0,0,2.96 ,(0.00),(0.07),2,68%,0.40,0.07,0%,0.09 ,0,1,1,70,5,1,"£71,816.74","£105,096.82",2025,592
1,0.58 ,0,0,0,0.87 ,0.69 ,0.46 ,1,58%,0.14,0.15,14%,1.40 ,1,1,1,48,7,1,"£105,086.74","£180,344.69",2025,707
1,0.22 ,1,0,0,1.06 ,(1.39),(1.23),1,0%,1.00,0.02,0%,(1.53),0,1,0,50,1,1,£0.00,"£12,106.82",2025,672
1,0.62 ,0,0,0,0.67 ,1.72 ,0.71 ,1,72%,0.10,0.22,0%,1.16 ,0,1,1,46,10,1,"£120,530.34","£166,586.99",2025,710
1,0.50 ,1,0,0,0.39 ,(0.70),0.07 ,1,41%,0.33,0.07,0%,1.73 ,0,1,0,43,3,1,"£80,764.03","£199,378.58",2025,699
1,2.03 ,0,0,0,0.20 ,(0.70),0.40 ,4,634%,1.33,0.07,0%,(1.46),0,1,1,41,3,1,"£101,543.51","£16,025.17",2025,847
1,(1.41),1,0,1,(0.09),(0.35),0.57 ,1,671%,0.25,0.11,0%,(1.45),0,0,0,38,4,1,"£112,230.38","£16,717.11",2025,514
1,0.16 ,1,0,1,0.39 ,0.69 ,0.98 ,2,116%,0.29,0.16,29%,0.33 ,1,0,0,43,7,1,"£137,780.74","£119,100.05",2025,666
1,(0.15),0,1,0,(0.56),(1.73),(1.23),1,0%,1.00,0.00,0%,(0.14),0,1,0,33,0,1,£0.00,"£92,277.47",2025,636
1,(0.83),1,0,0,(0.95),(0.35),1.23 ,1,117%,0.25,0.14,25%,0.54 ,1,1,0,29,4,1,"£153,040.03","£131,363.57",2025,570
1,(2.24),0,0,0,1.82 ,1.38 ,0.79 ,2,207%,0.22,0.16,0%,(0.68),0,1,1,58,9,1,"£125,801.03","£60,891.80",2025,434
1,0.73 ,0,0,0,0.58 ,0.69 ,0.99 ,1,232%,0.14,0.16,0%,(0.70),0,1,1,45,7,0,"£138,523.20","£59,604.45",2025,721
1,(0.17),0,0,0,0.67 ,(0.00),0.76 ,1,249%,0.20,0.11,20%,(0.88),1,1,1,46,5,1,"£123,642.36","£49,725.16",2025,634
1,(0.41),0,0,0,0.96 ,1.38 ,0.63 ,2,83%,0.22,0.18,22%,0.67 ,1,1,1,49,9,1,"£115,488.52","£138,656.81",2025,611
1,(0.03),0,0,0,0.10 ,(0.00),1.02 ,1,20965%,0.20,0.13,20%,(1.73),1,1,1,40,5,1,"£139,973.65",£667.66,2025,648
1,0.00 ,1,0,1,1.63 ,(1.04),(1.23),1,0%,0.50,0.04,0%,0.25 ,0,0,0,56,2,1,£0.00,"£114,522.68",2025,651
1,(0.70),1,0,1,0.87 ,(0.70),0.24 ,1,152%,0.33,0.06,0%,(0.70),0,0,0,48,3,1,"£91,246.53","£60,017.46",2025,583
1,(0.86),1,0,0,0.77 ,(1.04),(1.23),1,0%,0.50,0.04,0%,0.19 ,0,1,0,47,2,0,£0.00,"£110,900.43",2025,567
1,(0.58),0,0,0,(1.52),(0.35),0.45 ,2,185%,0.50,0.17,0%,(0.75),0,1,1,23,4,1,"£104,753.84","£56,756.52",2025,594
1,(0.81),0,0,1,0.77 ,(0.35),0.37 ,1,51%,0.25,0.09,0%,1.68 ,0,0,1,47,4,1,"£99,353.42","£196,549.85",2025,572
1,0.83 ,1,0,0,1.25 ,1.72 ,(1.23),1,0%,0.10,0.19,10%,(1.31),1,1,0,52,10,1,£0.00,"£24,998.75",2025,731
1,(1.77),0,0,1,1.15 ,(1.39),0.50 ,3,125%,3.00,0.02,0%,(0.24),0,0,1,51,1,1,"£107,714.74","£86,128.21",2025,479
